composition_1,composition_2,composition_3,density,electronegativity,atomic_radius,band_gap,energy_above_hull,melting_point
0.5,0.5,0.0,7.374150017976933,1.7733333333333334,1.42,0.0,0.0,-0.35879662500000004
0.5,0.5,0.0,14.308467504775212,1.8800000000000001,1.5133333333333334,0.0,0.017963469166669,-0.485886752499999
0.5,0.5,0.0,7.755497404439652,1.8166666666666667,1.33,0.0,0.012931964166666001,-0.211584308749999
0.5,0.5,0.0,6.060902167304869,1.76,1.335,0.0,0.026780045000000002,-0.6581211049999991
0.5,0.5,0.0,7.148100740005991,1.76,1.335,0.0,0.027575857500000002,-0.490064431666665
0.5,0.5,0.0,7.6815551532728055,1.76,1.335,0.0,0.021220978749999002,-0.40519879874999903
0.5,0.5,0.0,6.083259310291866,1.76,1.335,0.0,0.0,-0.6849011500000001
0.5,0.5,0.0,7.71114783966961,1.76,1.335,0.0,0.0,-0.42641977749999904
0.5,0.5,0.0,8.183449564418371,1.6900000000000002,1.4266666666666667,0.0,0.018324063749999002,-0.25653153974137805
0.5,0.5,0.0,8.2591994271699,1.8066666666666666,1.3733333333333333,0.0,0.028141036249999002,-0.18506885250000002
0.5,0.5,0.0,7.921751973737542,1.8066666666666666,1.26,0.0,9.628749998213948e-06,-0.430051100625
0.5,0.5,0.0,8.287713674717164,1.8,1.3966666666666667,0.0,0.019286010625000002,-0.197792825000002
0.5,0.5,0.0,8.462869546451437,1.7766666666666666,1.3433333333333335,0.0,0.0,-0.35302968250000005
0.5,0.5,0.0,8.541684485106286,1.8433333333333335,1.3066666666666666,0.0,0.0,-0.336871960000001
0.5,0.5,0.0,7.596709504643995,1.5533333333333335,1.5766666666666669,0.0,0.049778696666666004,-0.41961237458333206
0.5,0.5,0.0,7.435460848038577,1.54,1.54,0.0,0.048649106666665005,-0.416938129166666
0.5,0.5,0.0,9.113886747076716,1.6066666666666667,1.49,0.0,0.0,-0.608231055555555
0.5,0.5,0.0,8.373377452886896,1.54,1.6300000000000001,0.0,0.0,-0.656904579444446
0.5,0.5,0.0,6.6310513411412195,1.5533333333333335,1.5766666666666669,0.0,0.0,-0.508782830277779
0.5,0.5,0.0,9.523949051462765,1.6066666666666667,1.5833333333333333,0.0,0.0,-0.682866538888889
0.5,0.5,0.0,8.032036649061329,1.5866666666666667,1.6433333333333333,0.0,0.0,-0.620111243333332
0.5,0.5,0.0,6.407179035314627,1.55,1.7133333333333336,0.0,0.0,-0.48406216166666605
0.5,0.5,0.0,5.511280106531164,1.755,1.315,0.0,0.0,-0.24248409
0.5,0.5,0.0,4.533902325917433,1.755,1.315,0.0,0.047588876666665,-0.16506810666666602
0.5,0.5,0.0,4.15061559653069,1.755,1.315,0.0,0.0,-0.21265698333333302
0.5,0.5,0.0,4.980354881022077,1.5433333333333337,1.4933333333333334,0.0,0.0,-0.49259246200000106
0.5,0.5,0.0,4.970010433727597,1.5466666666666666,1.7,0.0,0.0,-0.5118632363333331
0.5,0.5,0.0,5.089551753474695,1.5499999999999998,1.5633333333333332,0.0,0.0,-0.518551503499999
0.5,0.5,0.0,4.816332684604213,1.5366666666666664,1.5266666666666666,0.0,0.0,-0.5198575469999991
0.5,0.5,0.0,5.496854317533845,1.57,1.6533333333333333,0.0,0.0,-0.48077337999999903
0.5,0.5,0.0,5.29894394453913,1.5599999999999998,1.67,0.0,0.0,-0.516801621999999
0.5,0.5,0.0,5.765852896892608,1.58,1.46,0.0,0.0,-0.42391713699999806
0.5,0.5,0.0,3.50773727814024,2.03,1.17,1.6756,0.0,-0.963132853906248
0.5,0.5,0.0,4.7813858384767585,2.02,1.22,0.8921999999999991,0.0,-0.7563341932812491
0.5,0.5,0.0,5.249753008760489,1.8699999999999999,1.2866666666666666,1.0186,0.0,-0.42519420625000104
0.5,0.5,0.0,7.548596584102646,1.5366666666666664,1.6266666666666667,0.0,0.029590575833331002,-0.347382061041667
0.5,0.5,0.0,5.43949419471843,1.6866666666666665,1.4133333333333333,0.0,0.004662129930553,-0.24584263198275802
0.5,0.5,0.0,8.165370850203978,1.5833333333333333,1.63,0.0,0.026013006354166,-0.325927632499998
0.5,0.5,0.0,7.959411154090757,1.9566666666666663,1.5199999999999998,0.0,0.005097319499999,-0.169023851999998
0.5,0.5,0.0,9.014918994937128,1.9033333333333333,1.4400000000000002,0.0,0.020547323749998,-0.6095764662500011
0.5,0.5,0.0,5.51931602402423,1.89,1.5099999999999998,0.0,0.031850072673611,-0.31610813135416405
0.5,0.5,0.0,5.127090872860212,1.9066666666666665,1.5,0.0,0.014170258333333002,-1.202155005451389
0.5,0.5,0.0,5.468677941222612,1.9066666666666665,1.5,0.0,0.016565360952379,-1.305356773720238
0.5,0.5,0.0,6.231071407703514,1.7566666666666666,1.5666666666666667,0.0,0.009515937714279001,-0.8437518019047621
0.5,0.5,0.0,3.777224787824178,1.9166666666666667,1.45,0.0,0.018362926190474003,-1.5739931266666671
0.5,0.5,0.0,3.615091031086018,1.9166666666666667,1.45,0.0,0.011204661999992,-1.609152567499999
0.5,0.5,0.0,4.658575783530177,2.2033333333333336,1.3166666666666667,0.0,0.029407818000001,-3.000208739666667
0.5,0.5,0.0,4.6937662299986105,2.2033333333333336,1.3166666666666667,0.0,0.0,-3.029616557666668
0.5,0.5,0.0,4.288246908533343,1.79,1.3333333333333333,0.0,0.011013811666666,-0.369346426944445
0.5,0.5,0.0,5.337145941829848,1.9066666666666665,1.3800000000000001,0.0,0.031365983715277004,-0.7425095625347221
0.5,0.5,0.0,4.82124036767164,1.7366666666666666,1.4466666666666665,0.0,0.009228583333333,-0.9210973761111121
0.5,0.5,0.0,8.982058488832466,1.79,1.75,0.0,0.035782759999996,-0.5375355541666661
0.5,0.5,0.0,9.181733225916238,1.79,1.7733333333333334,0.0,0.0,-0.49700734583333106
0.5,0.5,0.0,6.581363616761673,1.5733333333333333,1.6933333333333334,0.0,0.0,-0.276929562298851
0.5,0.5,0.0,13.579383325467605,1.6900000000000002,1.7833333333333332,0.0,0.0,-0.46495339041666706
0.5,0.5,0.0,8.624257570069174,1.6900000000000002,1.7666666666666666,0.0,0.0,-0.49707345916666706
0.5,0.5,0.0,9.368402480672717,1.79,1.7566666666666666,0.0,0.0,-0.5512849641666651
0.5,0.5,0.0,5.682834554792527,1.9066666666666665,1.5,0.0,0.041894668095237,-1.280027466577381
0.5,0.5,0.0,6.417216843193237,1.7566666666666666,1.5666666666666667,0.0,0.031399521999994004,-0.821868217619048
0.5,0.5,0.0,6.441807915704703,1.7666666666666666,1.5499999999999998,0.0,0.049293122857143004,-0.7891145647619041
0.5,0.5,0.0,5.533700180343098,1.9166666666666667,1.4833333333333334,0.0,0.017436204126978,-1.228798368005952
0.5,0.5,0.0,6.087377281183596,1.7933333333333332,1.5199999999999998,0.0,0.0066236868750000006,-0.5434949395833331
0.5,0.5,0.0,5.7487057446151635,2.08,1.3266666666666664,0.0,0.034393904999999,-1.3115331460416662
0.5,0.5,0.0,6.875323844462377,1.7933333333333332,1.5199999999999998,0.0,0.024972767777779,-0.584777569166666
0.5,0.5,0.0,5.726508879919227,1.7966666666666666,1.4666666666666666,0.0,0.0,-0.9103525437698401
0.5,0.5,0.0,4.918663831452296,1.7466666666666668,1.43,0.0,0.046883184166670006,-0.667893634166668
0.5,0.5,0.0,4.347239276581111,1.7,1.51,0.0,0.038412135555553006,-0.40594569037037004
0.5,0.5,0.0,8.910944479733624,1.7,1.75,0.0,0.037379602499999005,-0.22197038666666502
0.5,0.5,0.0,9.744387405132874,1.8,1.74,0.0,0.0,-0.561369319166665
0.5,0.5,0.0,4.12102387488546,1.9275,1.4874999999999998,0.0,0.011659717063487,-1.096793904999999
0.5,0.5,0.0,4.1978430870613455,1.9275,1.4874999999999998,0.22029999999999902,0.0070042270634880005,-1.101449394999999
0.5,0.5,0.0,6.278853819616451,1.7666666666666666,1.5499999999999998,0.0,0.035925570714288,-0.6049455257142851
0.5,0.5,0.0,5.510134622602132,1.9166666666666667,1.4833333333333334,0.0,0.025641342539681002,-0.983394101815475
0.5,0.5,0.0,3.781595218768463,1.9266666666666667,1.4333333333333333,0.0,0.0,-1.231788804761901
0.5,0.5,0.0,5.533493230905701,1.9166666666666667,1.4833333333333334,0.0,0.034319881111108,-0.9747155632440471
0.5,0.5,0.0,3.9096862731848763,1.9266666666666667,1.4333333333333333,0.0,0.024772909999996002,-1.207015894761901
0.5,0.5,0.0,6.786110080250348,1.685,1.6600000000000001,0.0,0.0,-0.42083015166666504
0.5,0.5,0.0,4.081650209815777,1.9833333333333334,1.4000000000000001,0.0,0.024835269999998,-1.410330176666665
0.5,0.5,0.0,3.696313627086135,1.9833333333333334,1.4000000000000001,0.0,0.008529196499980001,-1.4885242124999971
0.5,0.5,0.0,4.907110856305436,2.27,1.2666666666666666,2.7436,0.012041214999998,-2.717671577666666
0.5,0.5,0.0,4.925385335207109,2.27,1.2666666666666666,2.052199999999999,0.031773749999999004,-2.697939042666667
0.5,0.5,0.0,6.266055373624991,1.8533333333333333,1.4333333333333333,0.0,0.029949080555553002,-1.032844150436507
0.5,0.5,0.0,7.161074823517227,1.8499999999999999,1.4866666666666666,0.0,0.0,-0.669403793611113
0.5,0.5,0.0,6.943428230102202,1.8066666666666666,1.55,0.0,0.0,-0.431601187777778
0.5,0.5,0.0,7.682775238129715,1.8233333333333335,1.5166666666666666,0.9852000000000001,0.0,-0.650884536666657
0.5,0.5,0.0,10.266546743120065,1.8566666666666667,1.7233333333333334,0.0,0.0,-0.564715619166667
0.5,0.5,0.0,7.411693872529284,1.7566666666666666,1.7166666666666668,0.0,0.0089890075,-0.44970936791666605
0.5,0.5,0.0,6.599577754127151,1.75,1.6133333333333333,0.0,0.004524152500000001,-0.399876224166667
0.5,0.5,0.0,7.687927112919125,1.8566666666666667,1.7,0.0,0.016949789999999,-0.575021109166666
0.5,0.5,0.0,10.004275097977548,1.8566666666666667,1.7066666666666668,0.0,0.0,-0.667715469166665
0.5,0.5,0.0,6.002932896432338,1.64,1.6433333333333333,0.0,0.0,-0.33844832864942703
0.5,0.5,0.0,4.532023318667783,2.09,1.3525,0.0,0.001874529999993,-2.84028389445977
0.5,0.5,0.0,7.221651617365096,1.8325,1.535,0.9409999999999991,0.0,-0.644490747777776
0.5,0.5,0.0,7.949759982792211,1.815,1.5225,0.0,0.028118637499999002,-0.46164263208333306
0.5,0.5,0.0,6.753704224267911,1.7874999999999999,1.4875,0.0,0.029189958749999002,-0.631628308333333
0.5,0.5,0.0,8.079610811335654,1.765,1.55,0.0,0.0,-0.47178935270833305
0.5,0.5,0.0,6.625800858603042,1.725,1.625,0.0,0.0,-0.39585502666666605
0.5,0.5,0.0,6.518078495566351,1.725,1.625,0.0,0.010050409999999,-0.38580461666666604
0.5,0.5,0.0,6.632455200383208,1.725,1.625,0.0,0.04849437499999901,-0.347360651666666
0.5,0.5,0.0,6.611150137693481,1.725,1.625,0.0,0.017404175,-0.37845085166666603
0.5,0.5,0.0,6.541631709438071,1.725,1.625,0.0,0.002006782499999,-0.39384824416666603
0.5,0.5,0.0,7.458024343143517,1.7833333333333332,1.5666666666666667,0.0,0.0,-0.30937436777777805
0.5,0.5,0.0,6.859747280618505,1.7533333333333332,1.5366666666666668,0.0,0.045363785999999004,-0.32045285297619003
0.5,0.5,0.0,7.496638804641476,1.7,1.5566666666666666,0.0,0.047802207500000006,-0.35409075583333205
0.5,0.5,0.0,8.710339811926138,1.7533333333333332,1.5366666666666668,0.0,0.0,-0.40348692635416505
0.5,0.5,0.0,7.92767722214995,1.7433333333333334,1.6033333333333333,0.0,0.040899142499997,-0.327231709999998
0.5,0.5,0.0,7.875790394991046,1.7833333333333332,1.5666666666666667,0.0,0.0104582734375,-0.346954685833332
0.5,0.5,0.0,5.12312776225902,2.2966666666666664,1.2433333333333334,0.0,0.0,-2.596717666666666
0.5,0.5,0.0,5.132560035281104,2.2966666666666664,1.2433333333333334,0.0,0.013952144999999002,-2.582765521666667
0.5,0.5,0.0,10.291094707354612,1.6500000000000001,1.75,0.0,0.010734950000001001,-0.41003776883333204
0.5,0.5,0.0,7.166268971650974,1.7533333333333332,1.5366666666666668,0.0,0.0,-0.549284703611111
0.5,0.5,0.0,7.339567841128439,1.8333333333333333,1.5266666666666666,0.0,0.0,-0.557564111111111
0.5,0.5,0.0,7.260028479048589,1.8033333333333335,1.5666666666666667,0.45270000000000005,0.0,-0.529422349444445
0.5,0.5,0.0,8.090536306612785,1.7433333333333334,1.6033333333333333,0.0,0.032136004999996005,-0.335994847499999
0.5,0.5,0.0,7.866307849734964,1.7533333333333332,1.5366666666666668,0.0,0.0,-0.5410241252083321
0.5,0.5,0.0,6.688964471292457,1.645,1.685,0.0,0.045187074999999,0.045187074999999
0.5,0.5,0.0,6.477785782710129,1.7966666666666666,1.5333333333333332,0.0,0.026335133428569003,-0.5093574238095231
0.5,0.5,0.0,6.122050279610108,1.9466666666666665,1.4666666666666668,0.0,0.007896243174597,-0.915315198482142
0.5,0.5,0.0,4.296996712667642,1.9566666666666668,1.4166666666666667,0.0,0.034761170158731,-1.185308495714281
0.5,0.5,0.0,5.027905257482025,2.243333333333333,1.2833333333333332,1.613299999999999,0.007511480125003,-2.443056250999997
0.5,0.5,0.0,5.25908721384691,1.7766666666666666,1.4133333333333333,0.0,0.035849372500003,-0.5096853747222241
0.5,0.5,0.0,6.796904552629198,1.6133333333333333,1.6600000000000001,0.0,0.0,-0.14542008612068802
0.5,0.5,0.0,10.767217051527641,1.83,1.74,0.0,0.0,-0.324751372499999
0.5,0.5,0.0,8.082346432147153,1.7299999999999998,1.7333333333333334,0.0,0.004401685000001001,-0.214846122500002
0.5,0.5,0.0,10.785305559490919,1.7299999999999998,1.75,0.0,0.00451777125,-0.23462483562499803
0.5,0.5,0.0,8.2698604293662,1.83,1.7166666666666668,0.0,0.011705994999999001,-0.223364091249997
0.5,0.5,0.0,7.387625074698746,1.7066666666666668,1.6433333333333333,0.0,0.0,-0.1609811425
0.5,0.5,0.0,6.795390751762506,1.8233333333333333,1.5033333333333332,0.0,0.017629193749999002,-0.32152627375
0.5,0.5,0.0,5.283478929300748,1.8266666666666664,1.45,0.0,0.0,-0.650768273988095
0.5,0.5,0.0,6.017186565585572,1.7766666666666666,1.4133333333333333,0.0,0.0025949025000000002,-0.6526933687500001
0.5,0.5,0.0,7.470256234467841,1.63,1.7833333333333332,0.0,0.025151975555555,-0.006671329999998
0.5,0.5,0.0,6.394114750112505,1.7966666666666666,1.5333333333333332,0.0,0.022337384857140003,-0.5133551723809521
0.5,0.5,0.0,3.202551939522106,1.7125,1.48,0.0,0.033670920178574,-1.287338302083332
0.5,0.5,0.0,4.019077756591448,1.9275,1.38,0.9832000000000001,0.002048764374999,-2.449152683333334
0.5,0.5,0.0,6.7246802394397065,1.9625,1.3225,0.0,0.015034016371526002,-0.271627849999999
0.5,0.5,0.0,8.21480064690456,1.855,1.54,0.0,0.0,-0.041613642499999
0.5,0.5,0.0,8.32914327631918,1.855,1.54,0.0,0.0,-0.055374125
0.5,0.5,0.0,8.126109012760738,1.855,1.54,0.0,0.0005384212500000001,-0.020268399999999003
0.5,0.5,0.0,7.519551959285356,1.9633333333333336,1.406666666666667,0.0,0.010952888333333001,-0.272482626666667
0.5,0.5,0.0,8.21897137493345,1.92,1.47,0.0,0.030466440833332,-0.22550814500000002
0.5,0.5,0.0,16.060843167926787,1.9966666666666668,1.6166666666666665,0.0,0.048859772083335,-0.11161303
0.5,0.5,0.0,6.066239380628205,1.7733333333333334,1.42,0.0,0.00044176249999900005,-0.46761120000000006
0.5,0.5,0.0,9.47948779133357,1.67,1.6266666666666667,0.0,0.034341983333337,-0.08050014666666501
0.5,0.5,0.0,7.682117583594532,1.8699999999999999,1.3966666666666667,0.0,0.0,-0.350147934999999
0.5,0.5,0.0,8.568646392386917,1.8399999999999999,1.4800000000000002,0.0,0.03382903375,-0.14808343437500002
0.5,0.5,0.0,6.186110845809926,1.7733333333333334,1.42,0.0,0.0,-0.46805296249999906
0.5,0.5,0.0,7.19948578683443,1.9166666666666667,1.3166666666666667,0.0,0.023993178125,-0.364744174583333
0.5,0.5,0.0,6.465263034704562,1.8699999999999999,1.3966666666666667,0.0,0.004089288749999,-0.5178229725000001
0.5,0.5,0.0,7.83250638498112,1.9166666666666667,1.3166666666666667,0.0,0.017585127222223003,-0.270341689722222
0.5,0.5,0.0,14.710085097126067,1.6966666666666665,1.61,0.0,0.008632675833332,-0.16181002166666703
0.5,0.5,0.0,8.015116072131702,1.68,1.7133333333333336,0.0,0.006733008888884001,-0.28178546333333304
0.5,0.5,0.0,6.998010445027382,1.6433333333333333,1.7333333333333334,0.0,0.0,-0.121678723333333
0.5,0.5,0.0,8.740419839370308,1.6266666666666667,1.82,0.0,0.029704210500001,-0.043722933333332006
0.5,0.5,0.0,9.8532931384222,1.6466666666666665,1.61,0.0,0.0,-0.16945965666666502
0.5,0.5,0.0,8.535536782713221,1.87,1.525,0.0,0.0,-0.067223354999999
0.5,0.5,0.0,8.167860028471221,1.87,1.525,0.0,0.039597397499999,0.005985720000000001
0.5,0.5,0.0,7.986867368497338,1.93,1.46,0.0,0.016251567833331003,-0.252100486666665
0.5,0.5,0.0,7.305371000431946,1.9733333333333334,1.3966666666666667,0.0,0.004083650625002,-0.251229201666666
0.5,0.5,0.0,18.396806513016966,2.0066666666666664,1.6066666666666667,0.0,0.0,-0.136207711249998
0.5,0.5,0.0,6.067277256690975,1.7833333333333334,1.4100000000000001,0.0,0.0,-0.5236166949999991
0.5,0.5,0.0,15.471273557938195,2.0066666666666664,1.6066666666666667,0.0,0.0,-0.20882483500000001
0.5,0.5,0.0,9.475032057317728,1.68,1.6166666666666665,0.0,0.049541771458329005,-0.09430845833333201
0.5,0.5,0.0,7.364639775057215,1.9766666666666666,1.343333333333333,0.0,0.015153214771238,-0.46716696599206303
0.5,0.5,0.0,7.031163294785402,1.79,1.5866666666666667,0.0,0.0,-0.170610111250001
0.5,0.5,0.0,7.421038440795771,2.2600000000000002,1.2033333333333334,0.0,0.026355179500001002,-0.12639488099999702
0.5,0.5,0.0,5.904564256177336,1.7833333333333334,1.4100000000000001,0.0,0.024408005000000003,-0.499208689999998
0.5,0.5,0.0,8.278252776181798,1.9733333333333334,1.3966666666666667,0.0,0.0,-0.232915087499999
0.5,0.5,0.0,6.430820563395516,1.9766666666666666,1.343333333333333,0.0,0.0,-0.5656395123214271
0.5,0.5,0.0,7.137405118353338,1.6900000000000002,1.7033333333333331,0.0,0.019898161166667,-0.213489703333333
0.5,0.5,0.0,4.573781678413289,2.04,1.2999999999999998,0.0,0.042025526354166,-1.679438497083333
0.5,0.5,0.0,15.292532159602061,1.98,1.5675,0.0,0.03267459375,-0.169561733749999
0.5,0.5,0.0,8.317170314372055,1.87,1.525,0.0,0.021617895,-0.032160788999998004
0.5,0.5,0.0,8.712064155440634,1.87,1.525,0.0,0.0170325225,-0.072726832499999
0.5,0.5,0.0,9.218965014989857,1.895,1.505,0.0,0.030279887499997004,0.014804099999999001
0.5,0.5,0.0,9.200893642176961,1.895,1.505,0.0,0.023979028749998,0.0007653474999990001
0.5,0.5,0.0,9.229116674551973,1.895,1.505,0.0,0.0,-0.023213681249998
0.5,0.5,0.0,9.147858956449987,1.895,1.505,0.0,0.015651018749998,-0.007562662499999001
0.5,0.5,0.0,5.727980852771097,2.41,1.1633333333333333,0.7645000000000001,0.023617660999999002,-1.113034286999999
0.5,0.5,0.0,7.433159298699863,1.9633333333333336,1.4133333333333333,0.0,0.0,-0.213990056666666
0.5,0.5,0.0,7.135045775919116,1.9900000000000002,1.3833333333333335,0.0,0.018289251130953,-0.278149253660719
0.5,0.5,0.0,7.417532297599431,1.9633333333333336,1.4133333333333333,0.0,0.004167968333334,-0.20982208833333202
